1 19910.8
2 41379.6
3 57215.1
4 74804.5
5 72262.9
6 84101.2
7 74562.9
8 84954.5
9 76206.8
10 84244.1
11 76533.0
12 82585.4
13 77433.8
14 81696.0
15 77554.9
16 81529.6
