1 12942.5
2 13376.2
3 16306.6
4 17579.4
5 17125.9
6 16659.5
7 16413.9
8 16129.5
9 18091.6
10 20212.6
11 22070.8
12 24117.1
13 25983.1
14 27760.6
15 29651.6
16 31320.6
