1 10481.2
1 10477.0
1 10461.9
1 10644.5
1 9762.4
1 9649.5
1 9978.3
1 9921.3
1 9749.4
1 9745.3
1 9989.2
1 9910.9
1 9071.4
1 9024.3
1 8848.2
1 9095.7
1 9061.8
1 9019.4
1 8980.1
1 8955.0
1 8911.8
1 9167.3
1 9116.4
1 8982.4
1 7683.9
1 7665.2
1 7620.3
1 7593.6
1 7747.8
1 7695.7
1 7643.0
1 7624.5
1 7685.6
1 7634.4
1 7611.2
1 7499.7
1 9121.9
1 9148.8
1 8981.9
1 5620.2
1 5581.4
1 5585.8
1 5570.8
1 5572.1
1 5539.2
1 7734.4
1 7662.1
1 7595.9
1 7591.1
1 5604.5
1 5609.4
1 5613.2
1 5578.6
1 5549.6
1 5552.6
1 6616.6
1 6496.7
1 6476.9
1 6458.2
1 6461.9
1 5597.7
1 5682.7
1 5565.9
1 5577.6
1 5569.7
1 5584.7
1 5692.4
1 5672.1
1 5678.8
1 5579.3
1 5570.6
1 5579.0
1 5557.8
1 5646.2
1 5575.9
1 5591.7
1 5569.3
1 5585.8
