1 7305.9
2 10201.1
3 14206.9
4 17370.2
5 14574.9
6 14877.7
7 15315.0
8 16188.8
9 14682.9
10 14118.9
11 17198.4
12 16540.3
13 15483.4
14 19768.3
15 18904.7
16 16303.7
