1 8802.3
1 11978.6
1 11302.7
1 11961.4
1 11149.9
1 11125.8
1 11427.7
1 11323.5
1 11136.9
1 11116.8
1 11660.7
1 11566.0
1 10024.8
1 9987.3
1 9862.5
1 11281.0
1 11267.4
1 8631.4
1 8666.8
1 8594.3
1 8660.1
1 11531.7
1 11238.6
1 6595.4
1 6704.9
1 6653.9
1 6700.6
1 6676.1
1 10211.0
1 9936.3
1 9915.7
1 6661.6
1 6712.1
1 6712.6
1 6704.8
1 6657.0
1 8166.9
1 8146.2
1 8185.3
1 8067.3
1 6773.3
1 6815.3
1 6808.9
1 6766.3
1 11322.2
1 6721.6
1 6706.4
1 6666.7
1 6710.9
1 6682.3
1 6596.5
1 6697.9
1 6714.0
1 6691.3
1 6657.6
