1 12594.1
2 25239.5
3 35224.2
4 46333.3
5 47343.7
6 56503.1
7 53192.4
8 60731.8
9 56758.7
10 62924.0
11 58298.7
12 63628.6
13 59326.3
14 63755.3
15 59849.1
16 63632.8
