1 13763.4
2 27514.3
3 37408.5
4 49457.8
5 52029.8
6 62567.4
7 59068.3
8 67328.5
9 63002.4
10 69314.9
11 64620.8
12 69942.4
13 65354.0
14 70172.0
15 65869.8
16 70058.5
